Код клиента	Возраст	Пол	Сколько лет клиент	Количество позиций товаров	Доход с клиента, тыс. ед.	Общее число покупок	Обращений в службу поддержки	Задержки платежей	Дисконтная карта	Дата отклика	Отклик
56939	42	мужской	1	1	53,62	1	4	1	0		0
56942	63	женский	4	1	53,57	1	3	1	0		0
56948	37	мужской	3	6	53,66	3	3	1	0		0
56950	40	мужской	0	1	53,69	1	1	1	0		0
56980	34	мужской	4	2	53,83	1	0	1	0	02.07.2006	1
56985	28	мужской	4	1	53,84	1	2	1	0		0
56990	25	мужской	3	1	53,84	1	3	1	0		0
56995	62	женский	1	3	53,82	2	5	1	0	23.07.2006	1
57008	41	женский	3	1	53,82	1	2	1	0		0
57026	49	мужской	2	1	53,77	1	0	1	0		0
57031	54	женский	3	2	53,81	1	4	1	0		0
57037	58	женский	3	1	53,8	1	1	1	0		0
57048	36	женский	1	3	53,84	1	4	1	0		0
57068	46	женский	3	5	53,86	19	3	1	0	04.07.2006	1
57069	33	женский	3	3	53,93	15	0	1	0		0
57081	35	женский	2	1	53,87	1	0	1	0		0
57107	31	мужской	4	1	54,03	1	2	1	0		0
57111	36	мужской	2	1	54,02	1	4	1	0		0
57135	63	женский	2	1	54,05	1	0	1	0		0
57139	67	мужской	2	1	53,98	1	1	1	0		0
57146	38	женский	0	1	53,98	1	3	1	0		0
57172	22	женский	2	1	53,97	1	0	1	0		0
57175	28	женский	2	1	53,98	1	4	1	0		0
57205	45	мужской	3	4	53,96	1	1	1	0		0
57208	33	мужской	1	3	54,01	1	2	1	0		0
57212	35	женский	3	3	53,98	1	2	1	0		0
57213	30	женский	3	3	53,98	24	2	1	0	06.07.2006	1
57221	36	мужской	1	1	53,98	5	1	1	0		0
57223	46	мужской	0	1	53,98	1	4	1	0		0
57224	35	мужской	4	2	54,01	1	2	1	0		0
57252	34	женский	3	1	54,04	1	2	1	0		0
57263	17	мужской	3	5	54,05	3	2	1	0		0
57267	38	мужской	2	1	54,02	1	2	1	0		0
57287	27	мужской	0	1	54,01	1	1	1	0		0
57299	30	мужской	0	1	53,97	1	2	1	0		0
57302	26	женский	2	1	53,98	1	0	1	1		0
57308	48	женский	2	2	54,01	1	1	1	0		0
57334	39	женский	0	1	53,99	1	4	1	0		0
57336	38	мужской	2	5	53,99	3	4	1	0		0
57340	25	мужской	4	1	53,96	1	6	1	0		0
57352	23	мужской	3	1	53,96	1	4	1	0		0
57357	27	мужской	2	1	54,01	1	2	1	0		0
57365	39	мужской	0	1	54,03	1	4	1	0		0
57370	39	мужской	1	1	53,99	1	6	1	0		0
57373	53	женский	2	1	54,04	1	2	1	0		0
57377	21	женский	3	1	54,05	1	4	1	0		0
57386	42	женский	4	1	54	1	2	1	0		0
57392	38	женский	3	2	54,05	1	2	1	0		0
57395	48	женский	0	1	54,05	1	1	1	0		0
57398	46	мужской	1	1	54,05	1	2	1	0		0
57420	45	мужской	1	1	53,98	21	2	1	0	24.07.2006	1
57423	44	мужской	3	1	53,98	1	5	1	0		0
57430	43	женский	2	1	54,04	1	1	1	0		0
57431	17	женский	1	1	54,04	1	1	1	0		0
57435	29	мужской	3	1	54,02	1	3	1	0		0
57440	28	женский	3	1	54,04	1	5	1	0		0
57458	80	женский	3	1	54	1	4	1	0		0
57459	61	мужской	3	3	54	1	4	1	0		0
57467	38	мужской	1	3	54,03	2	5	1	0		0
57470	47	женский	3	3	54,04	17	3	1	0	29.07.2006	1
57477	37	женский	0	1	54,05	1	5	1	0		0
57479	42	мужской	3	1	54,03	1	1	1	0		0
57490	44	женский	2	1	54,01	1	1	1	0		0
57499	43	мужской	4	1	54,05	1	3	1	0		0
57503	39	женский	4	5	54,03	2	3	1	0		0
57529	53	мужской	0	1	53,99	1	2	1	0		0
57545	39	мужской	4	4	53,95	1	5	1	0		0
57580	44	женский	2	1	53,96	1	2	1	0		0
57586	29	женский	2	1	54,04	1	1	1	0		0
57593	48	мужской	2	1	54,02	1	2	1	0		0
57597	42	женский	1	1	54	1	1	1	0		0
57608	25	женский	3	1	53,97	1	1	1	0		0
57615	28	женский	0	4	54,03	1	2	1	0		0
57618	38	мужской	1	3	53,98	1	5	1	0		0
57620	52	мужской	2	1	53,98	1	5	1	0		0
57640	36	женский	1	1	53,97	1	2	1	0		0
57642	53	мужской	0	1	53,96	1	3	1	0		0
57646	32	женский	2	1	53,95	1	2	1	0		0
57659	36	мужской	3	1	54,1	1	1	1	0		0
57666	40	женский	2	1	54,11	1	1	1	0		0
57672	37	мужской	4	1	54,12	1	0	1	0		0
57703	40	мужской	0	1	54,07	1	2	1	0		0
57704	40	женский	3	2	54,06	1	3	1	0		0
57705	41	женский	1	1	54,1	1	4	1	0		0
57719	44	мужской	2	1	54,14	1	4	1	0		0
57730	26	мужской	2	1	54,06	1	1	1	0		0
57764	48	мужской	4	1	54,21	1	1	1	0		0
57791	45	мужской	0	1	54,23	1	3	1	0		0
57794	44	мужской	1	1	54,25	1	3	1	0		0
57799	33	женский	1	1	54,19	1	0	1	0		0
57803	23	женский	2	1	54,21	1	3	1	0		0
57818	40	мужской	3	3	54,25	3	0	1	0	26.07.2006	1
57823	32	мужской	2	3	54,35	21	0	1	0		0
57827	16	мужской	2	1	54,33	1	1	1	1		0
57837	38	мужской	1	1	54,27	1	4	1	0		0
57839	34	мужской	3	1	54,31	1	4	1	0		0
57840	36	мужской	3	1	54,29	1	0	1	0		0
57843	39	мужской	3	1	54,31	1	2	1	0		0
57854	30	женский	3	3	54,28	1	3	1	0		0
57856	19	женский	2	1	54,29	1	2	1	0		0
57873	36	женский	0	1	54,26	1	3	1	0		0
57906	28	мужской	0	1	54,3	1	2	1	0		0
57907	47	мужской	1	1	54,3	1	5	1	0		0
57927	34	мужской	1	3	54,25	2	2	1	0		0
57929	30	женский	0	1	54,34	1	1	1	0		0
57932	69	мужской	1	1	54,26	1	0	1	0		0
57935	34	женский	2	1	54,27	1	1	1	0		0
57936	38	женский	3	2	54,26	1	5	1	0	11.07.2006	1
57945	45	мужской	2	1	54,3	1	1	1	0		0
57955	41	мужской	1	1	54,25	1	3	1	0		0
57965	48	мужской	3	1	54,26	1	2	1	0		0
57968	64	мужской	2	1	54,28	1	3	1	0		0
57971	49	мужской	0	1	54,33	1	0	1	0		0
57993	33	женский	2	4	54,32	3	2	1	0		0
58000	44	женский	4	1	54,3	1	1	1	0		0
58002	33	женский	3	1	54,35	1	0	1	1		0
58007	17	женский	3	1	54,4	1	3	1	0		0
58015	35	мужской	3	1	54,36	1	1	1	0		0
58042	19	женский	4	3	54,37	2	0	1	0	05.07.2006	1
58049	57	женский	0	1	54,38	1	3	1	0		0
58052	66	женский	1	1	54,36	1	1	1	0		0
58077	37	мужской	3	1	54,4	1	2	1	0		0
58097	36	женский	1	3	54,38	1	1	1	1		0
58111	46	женский	2	1	54,43	2	2	1	0		0
58117	32	мужской	4	1	54,42	1	4	1	0		0
58121	42	мужской	3	1	54,41	1	0	1	0		0
58126	32	мужской	3	3	54,45	3	1	1	0	29.07.2006	1
58139	65	мужской	2	6	54,42	20	2	1	0		0
58141	41	женский	3	1	54,42	1	2	1	0		0
58143	36	мужской	2	3	54,42	2	1	1	0	28.07.2006	1
58157	30	женский	1	1	54,43	1	1	1	0		0
58159	63	мужской	4	3	54,39	10	0	1	0	06.07.2006	1
58160	35	мужской	2	1	54,43	1	2	1	0		0
58161	32	женский	2	2	54,38	1	2	1	0		0
58162	20	мужской	2	1	54,38	1	2	1	0		0
58165	58	мужской	2	1	54,4	1	4	1	0		0
58167	33	женский	3	1	54,37	1	2	1	0		0
58176	30	мужской	0	1	54,43	1	4	1	0		0
58177	48	мужской	0	1	54,37	1	2	1	0		0
58206	35	женский	3	1	54,41	1	1	1	0		0
58218	45	мужской	1	2	54,4	1	3	1	0		0
58219	49	мужской	0	1	54,4	1	3	1	0		0
58223	28	мужской	3	1	54,4	1	1	1	0		0
58226	80	мужской	1	1	54,41	1	1	1	0		0
58228	30	мужской	0	1	54,38	1	4	1	0		0
58233	35	мужской	3	3	54,37	2	2	1	0		0
58240	54	женский	4	1	54,37	1	3	1	0		0
58244	25	мужской	1	1	54,41	1	2	1	0		0
58248	39	мужской	2	1	54,42	1	2	1	0		0
58253	31	мужской	3	1	54,4	1	2	1	0		0
58264	55	женский	3	1	54,39	1	5	1	0		0
58303	42	мужской	2	2	54,43	1	0	1	0	02.07.2006	1
58335	55	женский	2	3	54,37	2	3	1	0		0
58339	48	женский	4	2	54,45	1	1	1	0		0
58348	31	мужской	0	1	54,44	1	1	1	0		0
58352	53	мужской	3	1	54,38	1	2	1	0		0
58354	35	женский	3	1	54,38	29	2	1	0	02.07.2006	1
58355	46	женский	1	1	54,37	1	4	1	0		0
58367	40	женский	3	4	54,41	2	2	1	0		0
58377	52	мужской	4	1	54,38	1	5	1	0		0
58380	36	мужской	4	1	54,36	1	2	1	0		0
58385	39	мужской	2	1	54,37	1	2	1	0		0
58387	43	мужской	3	1	54,4	1	3	1	0		0
58394	44	мужской	1	4	54,42	3	2	1	0		0
58403	29	мужской	4	1	54,45	1	1	1	0		0
58405	40	мужской	3	2	54,35	1	4	1	0		0
58429	34	мужской	4	1	54,4	1	0	1	0		0
58439	37	женский	4	1	54,41	26	5	1	0	06.07.2006	1
58443	54	мужской	4	1	54,44	1	0	1	0		0
58456	36	мужской	3	1	54,45	1	2	1	0		0
58480	43	мужской	2	1	54,36	1	2	1	0		0
58481	34	женский	3	2	54,36	2	2	1	0		0
58485	45	мужской	3	4	54,37	4	1	1	0		0
58504	40	мужской	2	3	54,39	2	1	1	0		0
58519	44	женский	1	3	54,4	1	2	1	0		0
58534	58	женский	0	1	54,39	1	2	1	0		0
58535	69	мужской	1	1	54,35	1	0	1	0		0
58547	22	мужской	1	1	54,41	1	1	1	0		0
58571	29	мужской	2	1	54,37	1	3	1	0		0
58573	51	женский	3	1	54,4	1	2	1	0		0
58582	44	мужской	3	1	54,39	1	4	1	0		0
58588	24	мужской	3	1	54,44	1	1	1	0		0
58591	48	мужской	4	1	54,43	1	1	1	0		0
58602	39	женский	1	1	54,43	5	1	1	0		0
58607	19	мужской	3	1	54,4	1	3	1	0		0
58614	14	мужской	4	4	54,36	3	2	1	0		0
58615	42	мужской	4	6	54,36	19	2	1	0	04.07.2006	1
58621	38	женский	4	1	54,41	1	3	1	0		0
58625	56	женский	4	1	54,37	1	1	1	0		0
58644	44	мужской	3	1	54,41	1	2	1	0		0
58652	37	мужской	2	1	54,44	1	3	1	0		0
58666	40	мужской	2	1	54,37	1	3	1	0		0
58667	36	женский	0	2	54,36	1	2	1	0		0
58672	17	мужской	3	2	54,45	2	0	1	0	20.07.2006	1
58677	52	мужской	4	1	54,39	1	5	1	0		0
58695	31	женский	2	1	54,53	1	3	1	0		0
58707	46	мужской	3	1	54,57	1	1	1	0		0
58710	59	женский	4	1	54,63	1	1	1	0		0
58715	49	мужской	0	1	54,63	1	0	1	0		0
58717	44	женский	3	5	54,62	2	3	1	0		0
58727	28	мужской	3	1	54,58	1	4	1	0		0
58728	25	мужской	4	3	54,63	1	3	1	0		0
58729	54	женский	0	2	54,63	1	3	1	0		0
58758	40	мужской	2	4	54,6	1	3	1	0		0
58771	30	женский	2	2	54,62	1	3	1	0		0
58773	40	мужской	0	1	54,56	1	3	1	0		0
58808	37	мужской	3	1	54,65	1	2	1	0		0
58809	28	мужской	2	2	54,57	1	5	1	0		0
58813	44	женский	4	1	54,62	1	4	1	0		0
58829	18	мужской	2	1	54,61	14	2	1	0	12.07.2006	1
58844	40	женский	3	1	54,56	4	3	1	0		0
58854	45	мужской	1	1	54,56	1	3	1	0		0
58858	52	женский	3	2	54,64	1	2	1	0		0
58864	64	женский	2	4	54,57	3	0	1	0		0
58866	19	мужской	3	5	54,62	3	0	1	0		0
58876	27	мужской	3	2	54,6	19	0	1	0		0
58903	35	мужской	2	1	54,63	1	1	1	0		0
58915	13	женский	2	1	54,59	1	1	1	0		0
58918	46	женский	2	1	54,55	1	3	1	0		0
58920	39	женский	3	2	54,55	1	3	1	0		0
58922	51	мужской	0	1	54,64	1	3	1	0		0
58929	32	женский	1	2	54,61	2	1	1	0		0
58944	33	мужской	1	3	54,62	1	2	1	0		0
58955	51	мужской	2	3	54,58	2	0	1	0	21.07.2006	1
58957	30	женский	4	1	54,65	1	3	1	0		0
58960	29	женский	1	1	54,58	1	2	1	0		0
58976	46	мужской	0	1	54,61	1	3	1	0		0
58981	34	мужской	3	4	54,6	3	4	1	0		0
58993	25	женский	1	3	54,6	2	6	1	0		0
59010	43	женский	4	4	54,63	1	1	1	0		0
59024	33	мужской	2	4	54,64	2	0	1	0		0
59034	59	мужской	4	1	54,6	1	2	1	0	04.07.2006	1
59043	38	мужской	0	1	54,57	1	1	1	0		0
59084	34	мужской	1	1	54,65	1	4	1	0		0
59089	22	женский	4	4	54,56	2	1	1	0		0
59098	30	мужской	4	1	54,62	1	1	1	0		0
59111	47	мужской	2	1	54,56	1	3	1	0	26.07.2006	1
59120	47	мужской	3	1	54,7	1	3	1	0		0
59126	31	женский	2	1	54,78	1	3	1	0		0
59129	40	женский	1	1	54,83	1	0	1	0		0
59131	30	мужской	0	1	54,85	1	2	1	0		0
59147	30	мужской	0	1	54,84	1	1	1	0		0
59150	42	женский	2	3	54,81	2	2	1	0		0
59158	26	женский	2	1	54,78	1	2	1	0		0
59172	29	женский	0	1	54,8	1	0	1	0		0
59174	31	женский	2	1	54,79	1	4	1	0		0
59179	28	женский	3	1	54,77	21	2	1	0	15.07.2006	1
59180	38	женский	0	1	54,83	1	4	1	0		0
59219	73	мужской	1	3	54,82	2	2	1	0		0
59222	55	мужской	1	1	54,84	1	3	1	0		0
59226	33	женский	2	1	54,84	1	4	1	0		0
59243	49	мужской	3	3	54,76	2	1	1	0		0
59262	36	женский	2	3	54,84	1	5	1	0		0
59280	38	мужской	3	3	54,76	1	1	1	0		0
59285	23	женский	1	1	54,87	1	4	1	0		0
59292	51	женский	0	1	54,88	1	2	1	0		0
59304	39	мужской	4	1	54,86	1	2	1	0		0
59308	44	женский	3	1	54,94	1	2	1	0		0
59309	46	мужской	4	2	54,88	1	3	1	0	02.07.2006	1
59312	29	женский	1	1	54,89	1	2	1	0		0
59334	36	мужской	3	3	54,9	1	3	1	0		0
59341	25	женский	1	1	54,94	1	4	1	0		0
59347	26	женский	1	1	54,9	1	2	1	0		0
59349	27	женский	1	3	54,9	3	3	1	0		0
59367	69	мужской	2	1	54,94	1	3	1	0		0
59370	55	мужской	1	1	54,92	1	2	1	0		0
59374	42	мужской	2	1	54,92	1	6	1	0		0
59375	36	мужской	3	1	54,91	1	2	1	0		0
59398	55	мужской	3	2	54,92	1	2	1	0	13.07.2006	1
59400	62	женский	1	1	54,92	1	2	1	0		0
59404	33	мужской	4	1	54,87	1	1	1	0		0
59419	57	женский	3	1	54,89	1	4	1	0		0
59422	44	женский	2	1	54,88	1	3	1	0		0
59425	50	мужской	0	1	54,92	1	1	1	0		0
59435	37	мужской	0	1	54,88	1	3	1	0		0
59443	39	мужской	3	1	54,93	1	3	1	0		0
59450	40	мужской	2	3	54,92	1	1	1	0		0
59474	43	мужской	1	1	54,87	1	0	1	0		0
59481	35	мужской	0	1	54,88	1	0	1	0		0
59486	37	женский	0	1	54,94	1	1	1	0		0
59490	34	мужской	3	1	54,87	1	3	1	0		0
59507	38	мужской	0	1	54,95	1	1	1	0		0
59512	43	женский	2	4	54,93	3	2	1	0		0
59514	49	женский	3	1	54,9	1	2	1	0		0
59552	45	мужской	1	1	54,92	1	3	1	0		0
59558	25	мужской	3	2	54,91	3	2	1	0		0
59566	66	женский	3	1	54,94	8	5	1	0		0
59568	50	женский	4	2	54,91	1	3	1	0		0
59570	38	женский	2	2	54,91	1	3	1	0		0
59574	14	женский	3	1	54,9	1	0	1	0		0
59585	26	женский	4	1	54,9	1	1	1	1		0
59597	27	мужской	3	1	54,9	1	1	1	0		0
59614	56	женский	2	1	54,87	1	4	1	0		0
59623	18	женский	2	1	54,9	1	3	1	0		0
59646	30	мужской	3	4	54,93	1	2	1	0		0
59655	50	мужской	3	1	54,88	1	1	1	0		0
59695	45	мужской	0	1	54,86	1	2	1	0		0
59706	31	женский	3	1	54,94	1	3	1	0		0
59711	41	мужской	2	1	54,92	1	0	1	0		0
59719	61	мужской	2	5	54,92	3	3	1	0		0
59723	20	мужской	1	1	54,92	1	3	1	0		0
59740	18	мужской	3	1	54,88	1	1	1	1		0
59741	56	женский	0	1	54,88	1	2	1	0		0
59758	42	мужской	1	1	54,93	1	5	1	0		0
59774	38	мужской	0	1	54,88	1	1	1	0		0
59786	38	женский	0	1	54,94	1	3	1	0		0
59794	42	мужской	3	1	54,91	1	0	1	0		0
59799	35	мужской	3	2	54,86	1	1	1	0		0
59802	47	мужской	0	1	54,9	1	6	1	1		0
59817	38	женский	1	3	54,87	2	4	1	0		0
59826	31	мужской	0	1	54,9	1	0	1	0		0
59831	20	женский	2	2	54,9	1	3	1	0		0
59833	46	мужской	0	1	54,9	1	3	1	0		0
59839	35	женский	4	1	54,91	1	7	1	0		0
59860	34	женский	2	3	54,94	1	3	1	0	22.07.2006	1
59868	32	женский	4	1	54,9	1	1	1	0		0
59909	34	женский	4	3	54,88	1	1	1	0		0
59912	22	женский	0	1	54,91	1	2	1	0		0
59914	27	мужской	3	1	54,87	1	5	1	0		0
59926	35	мужской	2	1	54,92	22	1	1	1		0
59940	28	мужской	4	1	54,87	17	1	1	0		0
59950	37	мужской	3	4	54,94	4	1	1	1	30.07.2006	1
59954	39	женский	3	2	54,85	1	1	1	0		0
59965	47	женский	1	1	54,89	1	2	1	0		0
59969	59	мужской	1	1	54,87	1	1	1	0		0
59975	34	мужской	1	1	54,95	1	4	1	0		0
60007	88	мужской	0	1	54,85	1	3	1	0		0
60008	42	женский	3	1	54,87	1	2	1	0		0
60009	41	женский	2	3	54,87	1	2	1	0		0
60011	53	мужской	0	1	54,89	1	1	1	0		0
60014	23	женский	2	4	54,95	3	1	1	0		0
60022	48	женский	3	1	54,9	1	1	1	0		0
60032	35	женский	3	1	54,93	1	4	1	0		0
60040	39	женский	2	3	54,89	1	0	1	0		0
60044	35	мужской	4	6	54,88	13	1	1	0	07.07.2006	1
60047	42	мужской	2	3	54,9	1	4	1	0		0
60053	30	женский	1	1	54,93	1	1	1	0		0
60067	17	мужской	1	5	54,91	3	3	1	0		0
60070	37	женский	2	5	54,9	3	2	1	0		0
60083	39	женский	2	1	54,87	1	2	1	0		0
60103	39	мужской	0	1	55	1	2	1	0		0
60107	45	мужской	2	1	55	1	1	1	0		0
60118	31	женский	2	1	55,02	1	5	1	0		0
60155	31	мужской	0	1	55,01	1	4	1	0		0
60156	32	женский	2	1	55,01	1	4	1	0		0
60160	38	мужской	1	1	55,01	1	3	1	0		0
60161	36	женский	1	3	55	2	5	1	0		0
60175	52	женский	0	2	54,97	1	2	1	0		0
60181	36	женский	1	3	55,01	1	4	1	0		0
60186	66	мужской	3	1	55,03	1	7	1	0		0
60200	38	женский	3	1	54,96	1	1	1	1		0
60222	57	женский	4	6	55,02	6	2	1	0		0
60223	45	женский	2	3	55,03	3	0	1	0		0
60233	42	женский	0	1	55,02	1	0	1	0		0
60253	20	женский	2	1	55,01	1	3	1	0		0
60255	29	женский	2	1	55,01	1	3	1	0		0
60259	20	мужской	1	1	55,04	1	3	1	0		0
60261	47	мужской	3	4	55	2	1	1	0	19.07.2006	1
60268	26	женский	2	5	54,99	3	2	1	0		0
60274	36	женский	3	2	55	1	2	1	0		0
60285	31	женский	3	3	55,01	2	0	1	0	18.07.2006	1
60291	48	мужской	3	1	54,99	1	3	1	0		0
60301	78	женский	4	1	55,02	1	0	1	0		0
60302	40	женский	3	1	54,97	1	1	1	0		0
60305	53	мужской	4	1	55,03	1	1	1	0		0
60307	45	женский	2	3	54,96	1	0	1	0		0
60309	52	мужской	4	2	54,97	2	3	1	0		0
60325	63	мужской	0	1	55,11	1	4	1	0		0
60326	39	женский	1	2	55,08	1	6	1	0		0
60328	37	мужской	1	1	55,1	1	3	1	0		0
60330	36	женский	0	1	55,06	1	3	1	0		0
60333	41	мужской	3	4	55,1	3	1	1	0		0
60337	35	женский	2	1	55,09	1	2	1	0		0
60367	24	женский	2	1	55,06	1	2	1	0		0
60385	36	мужской	3	1	55,08	1	1	1	0		0
60394	47	мужской	3	4	55,1	2	1	1	0		0
60407	34	женский	4	3	55,06	1	2	1	0		0
60416	77	женский	2	2	55,13	1	0	1	0		0
60422	38	женский	2	2	55,06	1	1	1	0		0
60424	30	мужской	1	3	55,11	1	0	1	0		0
60425	21	мужской	4	1	55,12	1	3	1	0		0
60430	50	мужской	1	4	55,14	3	2	1	0		0
60437	50	женский	4	1	55,1	1	1	1	0		0
60439	46	женский	0	1	55,08	1	2	1	0		0
60441	35	женский	0	1	55,07	1	3	1	0		0
60448	45	женский	2	3	55,11	1	5	1	0		0
60457	29	мужской	0	2	55,07	1	2	1	0		0
60458	32	женский	3	1	55,1	1	4	1	0		0
60459	39	мужской	3	3	55,12	2	5	1	0		0
60466	50	женский	2	1	55,14	1	1	1	0		0
60488	38	женский	2	1	55,08	1	1	1	0		0
60494	51	женский	0	1	55,14	1	3	1	0		0
60496	48	мужской	4	2	55,14	1	5	1	0		0
60504	48	женский	0	1	55,14	1	0	1	0		0
60511	20	женский	4	1	55,06	1	1	1	0		0
60513	29	женский	3	2	55,09	1	2	1	0		0
60516	43	мужской	1	1	55,07	1	5	1	0		0
60518	31	женский	3	1	55,08	1	5	1	0		0
60533	46	женский	3	1	55,15	1	1	1	0		0
60541	47	женский	3	3	55,18	23	2	1	0	30.07.2006	1
60542	41	мужской	0	1	55,19	1	2	1	0		0
60556	47	женский	3	1	55,28	4	3	1	0		0
60558	35	женский	3	3	55,33	2	4	1	0		0
60559	28	женский	1	3	55,27	1	5	1	0	13.07.2006	1
60565	49	женский	3	6	55,32	3	2	1	0	30.07.2006	1
60572	46	женский	2	1	55,33	1	4	1	0		0
60576	37	женский	0	1	55,27	1	4	1	0		0
60594	51	женский	4	1	55,34	1	3	1	0		0
60603	46	мужской	4	1	55,31	1	3	1	0		0
60614	50	мужской	3	1	55,31	1	5	1	0		0
60621	37	женский	1	1	55,26	1	2	1	0		0
60631	46	женский	1	1	55,28	1	0	1	0		0
60638	32	женский	2	1	55,31	1	1	1	0		0
60639	40	мужской	4	1	55,32	1	5	1	0		0
60642	38	мужской	2	1	55,31	1	3	1	0		0
60653	41	женский	1	1	55,33	1	1	1	0		0
60654	44	женский	2	1	55,33	1	1	1	0		0
60656	29	мужской	2	1	55,32	1	3	1	0		0
60658	43	мужской	0	1	55,32	1	3	1	0		0
60667	40	мужской	4	1	55,25	1	1	1	0		0
60681	25	женский	0	1	55,29	1	4	1	0		0
60683	40	мужской	4	1	55,29	1	4	1	0		0
60688	20	женский	2	3	55,28	2	2	1	0		0
60694	27	женский	2	1	55,3	1	3	1	0		0
60708	30	мужской	3	1	55,32	1	3	1	0		0
60711	54	женский	2	1	55,31	1	2	1	0		0
60715	54	мужской	3	1	55,31	1	2	1	0		0
60717	39	женский	2	3	55,35	1	4	1	0		0
60722	29	женский	2	3	55,33	1	2	1	0		0
60723	57	женский	1	4	55,3	2	2	1	0		0
60732	24	мужской	3	1	55,26	1	4	1	0		0
60735	47	женский	4	2	55,33	1	2	1	0		0
60737	35	мужской	1	1	55,33	1	2	1	0		0
60742	51	женский	4	1	55,31	1	2	1	0		0
60761	21	женский	2	1	55,26	1	3	1	0		0
60783	62	женский	1	4	55,26	2	3	1	0		0
60786	43	мужской	3	1	55,32	1	3	1	0		0
60795	43	мужской	3	1	55,28	1	1	1	0		0
60796	28	женский	2	4	55,28	2	1	1	0		0
60807	27	женский	0	1	55,34	1	0	1	0		0
60813	55	женский	0	1	55,33	1	1	1	0		0
60814	24	женский	3	1	55,33	1	2	1	0		0
60818	38	мужской	2	1	55,33	1	1	1	0		0
60819	41	мужской	0	1	55,33	1	1	1	0		0
60823	39	мужской	3	1	55,26	1	1	1	0		0
60840	39	женский	2	3	55,35	1	2	1	0	26.07.2006	1
60845	57	мужской	2	1	55,35	1	2	1	0		0
60856	24	мужской	4	4	55,26	3	4	1	0		0
