Код	Дата	ОД, %	Возраст	Проживание	Срок проживания в регионе	Семейное положение	Образование	Стаж работы на последнем месте	Уровень должности	Кредитная история	Просрочки свыше 60 дн.	Тестовое множество
209	13.03.2007	50	35	Аренда	свыше 5 лет	Холост/Не замужем	среднее	свыше 3 лет	сотрудник	отрицательная	0	False
210	13.03.2007	54	38	Аренда	менее 1 года	Разведен(а)/Вдовство	среднее	свыше 3 лет	руководитель среднего звена	нет данных	0	False
211	13.03.2007	17	28	Собственник	менее 1 года	Другое	среднее	менее 1 года	сотрудник	положительная	0	False
212	13.03.2007	53	30	Собственник	свыше 5 лет	Женат/замужем	высшее	свыше 3 лет	сотрудник	нет данных	0	False
213	13.03.2007	20	56	Собственник	свыше 5 лет	Женат/замужем	высшее	менее 1 года	сотрудник	положительная	0	False
214	13.03.2007	19	55	Собственник	от 1 до 5 лет	Холост/Не замужем	среднее	от 1 года до 3 лет	руководитель среднего звена	нет данных	0	False
215	13.03.2007	32	43	Собственник	свыше 5 лет	Другое	среднее специальное	менее 1 года	руководитель высшего звена	положительная	0	False
216	13.03.2007	51	41	Собственник	свыше 5 лет	Холост/Не замужем	высшее	свыше 3 лет	руководитель среднего звена	нет данных	0	False
217	13.03.2007	25	41	Собственник	менее 1 года	Другое	среднее специальное	свыше 3 лет	руководитель среднего звена	нет данных	0	False
218	13.03.2007	31	26	Муниципальное жилье	менее 1 года	Женат/замужем	высшее	менее 1 года	сотрудник	положительная	0	False
219	13.03.2007	24	35	Аренда	менее 1 года	Женат/замужем	среднее специальное	свыше 3 лет	руководитель среднего звена	нет данных	0	False
220	13.03.2007	32	39	Собственник	менее 1 года	Женат/замужем	среднее специальное	менее 1 года	сотрудник	положительная	0	False
