ID	ITEM
SO52999	Гель для туалетов
SO53000	Платки носовые
SO53000	Средство по уходу за зеркалами и стеклами
SO52963	Пена/соль для ванн
SO52963	Запасной баллон для освежителя
SO52963	Средство для ухода за мебелью
SO52981	Средство от накипи
SO52997	Картридж с жидким мылом
SO52997	Средство для чистки кафеля
SO52991	Мыло кусковое
SO52991	Отбеливатель
SO52991	Пятновыводитель
SO52979	Запасной баллон для освежителя
SO52979	Освежитель воздуха
SO52978	Кондиционер для белья
SO53023	Запасной баллон для освежителя
SO53023	Освежитель воздуха
SO53023	Микроспрей
SO53042	Сода кальцинированная
SO53042	Чистящий порошок универсальный		
SO53042	Зубная паста
SO53056	Гель для туалетов
SO53056	Сода кальцинированная
SO53056	Чистящий порошок универсальный		
SO53056	Микроспрей
SO53055	Гель для туалетов
SO53055	Чистящий порошок универсальный		
SO53055	Сода кальцинированная
SO53055	Микроспрей
SO53041	Кондиционер для белья
SO53041	Стиральный порошок-автомат
SO53041	Зубная паста
SO53019	Салфетки бумажные
SO53019	Средство для мытья пола
